"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,300;0,192;0,017;-0,005;0,006;12,300;-0,087;0,000;-0,005;0,006;12,300;-0,349;0,000;-0,005;0,006;12,300;-0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,350;0,157;0,017;-0,005;0,006;12,350;-0,052;0,000;-0,006;0,006;12,350;-0,314;0,000;-0,005;0,006;12,350;-0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,400;0,122;0,017;-0,005;0,006;12,400;-0,017;0,000;-0,005;0,006;12,400;-0,279;0,000;-0,005;0,006;12,400;-0,122;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,450;0,087;0,017;-0,005;0,006;12,450;0,017;0,000;-0,005;0,006;12,450;-0,227;0,000;-0,005;0,006;12,450;-0,157;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,500;0,035;0,017;-0,005;0,006;12,500;0,035;0,000;-0,005;0,006;12,500;-0,175;0,000;-0,005;0,006;12,500;-0,175;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,550;0,017;0,017;-0,005;0,006;12,550;0,052;0,000;-0,005;0,006;12,550;-0,105;0,000;-0,006;0,006;12,550;-0,175;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,600;-0,017;0,017;-0,005;0,006;12,600;0,052;0,000;-0,005;0,006;12,600;-0,035;0,000;-0,006;0,006;12,600;-0,157;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,650;-0,035;0,017;-0,005;0,006;12,650;0,052;0,000;-0,006;0,006;12,650;0,017;0,000;-0,005;0,006;12,650;-0,140;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,700;-0,035;0,017;-0,005;0,006;12,700;0,052;0,000;-0,005;0,006;12,700;0,070;0,000;-0,005;0,006;12,700;-0,122;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,750;-0,035;0,017;-0,005;0,006;12,750;0,035;0,000;-0,005;0,006;12,750;0,105;0,000;-0,005;0,006;12,750;-0,087;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,800;-0,035;0,017;-0,005;0,006;12,800;0,000;0,000;-0,005;0,006;12,800;0,122;0,000;-0,005;0,006;12,800;-0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,850;-0,035;0,017;-0,005;0,006;12,850;-0,017;0,000;-0,005;0,006;12,850;0,140;0,000;-0,005;0,006;12,850;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,900;-0,017;0,017;-0,005;0,006;12,900;-0,035;0,000;-0,006;0,006;12,900;0,122;0,000;-0,005;0,006;12,900;0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,950;-0,017;0,017;-0,005;0,006;12,950;-0,052;0,000;-0,005;0,006;12,950;0,105;0,000;-0,005;0,006;12,950;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,000;0,000;0,017;-0,005;0,006;13,000;-0,070;0,000;-0,005;0,006;13,000;0,087;0,000;-0,005;0,006;13,000;0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,050;0,000;0,017;-0,005;0,006;13,050;-0,070;0,000;-0,005;0,006;13,050;0,052;0,000;-0,005;0,006;13,050;0,070;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,100;0,017;0,017;-0,005;0,006;13,100;-0,070;0,000;-0,005;0,006;13,100;0,035;0,000;-0,006;0,006;13,100;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,150;0,017;0,017;-0,005;0,006;13,150;-0,070;0,000;-0,005;0,006;13,150;0,000;0,000;-0,005;0,006;13,150;0,052;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,200;0,017;0,017;-0,005;0,006;13,200;-0,052;0,000;-0,005;0,006;13,200;-0,017;0,000;-0,005;0,006;13,200;0,035;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,250;0,017;0,017;-0,005;0,006;13,250;-0,052;0,000;-0,005;0,006;13,250;-0,035;0,000;-0,005;0,006;13,250;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,300;0,017;0,017;-0,005;0,006;13,300;-0,035;0,000;-0,005;0,006;13,300;-0,052;0,000;-0,005;0,006;13,300;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,350;0,017;0,017;-0,005;0,006;13,350;-0,035;0,000;-0,005;0,006;13,350;-0,070;0,000;-0,005;0,006;13,350;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,400;0,000;0,017;-0,005;0,006;13,400;-0,017;0,000;-0,005;0,006;13,400;-0,070;0,000;-0,005;0,006;13,400;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,450;0,000;0,017;-0,005;0,006;13,450;-0,017;0,000;-0,005;0,006;13,450;-0,070;0,000;-0,005;0,006;13,450;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,500;0,000;0,017;-0,005;0,006;13,500;-0,017;0,000;-0,005;0,006;13,500;-0,052;0,000;-0,005;0,006;13,500;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,550;0,000;0,017;-0,005;0,006;13,550;-0,017;0,000;-0,005;0,006;13,550;-0,035;0,000;-0,005;0,006;13,550;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,600;0,000;0,017;-0,005;0,006;13,600;-0,017;0,000;-0,005;0,006;13,600;-0,035;0,000;-0,005;0,006;13,600;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,650;0,000;0,017;-0,005;0,006;13,650;-0,017;0,000;-0,005;0,006;13,650;-0,017;0,000;-0,005;0,006;13,650;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,700;0,000;0,017;-0,005;0,006;13,700;-0,017;0,000;-0,005;0,006;13,700;0,000;0,000;-0,005;0,006;13,700;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,750;0,000;0,017;-0,005;0,006;13,750;-0,017;0,000;-0,005;0,006;13,750;0,017;0,000;-0,005;0,006;13,750;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,800;0,000;0,017;-0,005;0,006;13,800;-0,035;0,000;-0,005;0,006;13,800;0,035;0,000;-0,005;0,006;13,800;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,850;0,000;0,017;-0,005;0,006;13,850;-0,035;0,000;-0,005;0,006;13,850;0,035;0,000;-0,005;0,006;13,850;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,900;;;-0,005;0,006;13,900;-0,035;0,000;-0,005;0,006;13,900;0,035;0,000;-0,005;0,006;13,900;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,950;-0,035;0,000;-0,005;0,006;13,950;0,035;0,000;-0,005;0,006;13,950;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,000;-0,035;0,000;-0,005;0,006;14,000;0,035;0,000;-0,005;0,006;14,000;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,050;-0,035;0,000;-0,006;0,006;14,050;0,017;0,000;-0,005;0,006;14,050;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,100;-0,035;0,000;-0,005;0,006;14,100;0,017;0,000;-0,005;0,006;14,100;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,150;0,000;0,000;-0,006;0,006;14,150;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,200;0,000;0,000;-0,006;0,006;14,200;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,250;0,000;0,000;-0,006;0,006;14,250;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,300;-0,017;0,000;-0,005;0,006;14,300;0,017;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,350;-0,017;0,000;-0,005;0,006;14,350;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,400;-0,017;0,000;-0,005;0,006;14,400;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,450;-0,017;0,000;-0,005;0,006;14,450;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,500;0,000;0,000;-0,005;0,006;14,500;0,000;0,000;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,550;0,000;0,000;-0,005;0,006;14,550;;;-0,005;0,006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,600;0,000;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,650;0,000;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,700;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,750;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,800;0,017;0,000;-0,005;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,850;0,000;0,000;-0,006;0,006;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,900;0,000;0,000;-0,005;0,006;;;;;
