"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
3,100;0,087;14,544;-4,460;0,0021;0,347;-0,106;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,005;0,006;3,100;-1,117;16,872;17,065;-0,0267;0,403;0,407;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;3,100;-3,037;-13,730;59,923;-0,0725;-0,328;1,431;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;3,100;-1,868;18,210;30,058;-0,0446;0,435;0,718;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,100;-0,332;16,988;1,745;-0,0079;0,406;0,042;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;3,100;4,154;-7,330;-75,049;0,0992;-0,175;-1,792;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,100;3,351;-9,657;-62,056;0,0800;-0,231;-1,481;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,100;2,985;2,676;-71,365;0,0712;0,064;-1,704;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,100;3,316;-5,876;-62,832;0,0792;-0,140;-1,500;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,100;-1,641;18,442;26,180;-0,0392;0,440;0,625;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006
3,150;0,820;13,963;-17,647;0,0196;0,333;-0,421;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;3,150;-0,244;17,337;0,388;-0,0058;0,414;0,009;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;3,150;-3,648;-10,356;70,783;-0,0871;-0,247;1,690;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;3,150;-0,890;19,257;11,248;-0,0212;0,460;0,269;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;3,150;0,541;16,639;-14,932;0,0129;0,397;-0,356;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;3,150;3,683;-10,879;-65,159;0,0879;-0,260;-1,556;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,150;2,793;-12,566;-50,808;0,0667;-0,300;-1,213;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,150;3,037;-1,164;-71,365;0,0725;-0,028;-1,704;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,150;2,932;-8,901;-55,269;0,0700;-0,213;-1,319;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,150;-0,663;19,315;7,563;-0,0158;0,461;0,181;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006
3,200;1,501;12,741;-30,252;0,0358;0,304;-0,722;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;3,200;0,646;16,930;-16,678;0,0154;0,404;-0,398;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;3,200;-4,084;-6,516;77,958;-0,0975;-0,156;1,861;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,200;0,105;19,315;-7,563;0,0025;0,461;-0,181;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;3,200;1,361;15,475;-31,222;0,0325;0,369;-0,745;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;3,200;3,054;-13,904;-53,136;0,0729;-0,332;-1,269;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,200;2,077;-14,835;-37,234;0,0496;-0,354;-0,889;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,200;2,862;-4,712;-64,383;0,0683;-0,112;-1,537;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,200;2,409;-11,519;-44,797;0,0575;-0,275;-1,069;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,200;0,332;19,199;-11,054;0,0079;0,458;-0,264;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006
3,250;2,112;10,937;-42,276;0,0504;0,261;-1,009;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,250;1,484;15,650;-33,355;0,0354;0,374;-0,796;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,250;-4,311;-2,443;81,255;-0,1029;-0,058;1,940;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,250;1,065;18,442;-25,404;0,0254;0,440;-0,606;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;3,250;2,112;13,497;-46,542;0,0504;0,322;-1,111;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,250;2,269;-16,290;-38,591;0,0542;-0,389;-0,921;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,250;1,274;-16,348;-22,108;0,0304;-0,390;-0,528;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,250;2,531;-7,738;-53,136;0,0604;-0,185;-1,269;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,250;1,763;-13,497;-31,610;0,0421;-0,322;-0,755;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,250;1,292;18,151;-28,701;0,0308;0,433;-0,685;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006
3,300;2,618;8,494;-52,748;0,0625;0,203;-1,259;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,300;2,234;13,555;-48,675;0,0533;0,324;-1,162;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,300;-4,328;1,745;80,479;-0,1033;0,042;1,921;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,300;1,972;16,755;-42,470;0,0471;0,400;-1,014;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;3,300;2,740;10,763;-59,535;0,0654;0,257;-1,421;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,300;1,396;-17,861;-21,914;0,0333;-0,426;-0,523;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,300;0,419;-17,046;-6,400;0,0100;-0,407;-0,153;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,300;2,077;-10,065;-40,336;0,0496;-0,240;-0,963;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,300;1,030;-14,719;-17,065;0,0246;-0,351;-0,407;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,300;2,164;16,290;-44,991;0,0517;0,389;-1,074;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006
3,350;2,985;5,527;-59,923;0,0712;0,132;-1,431;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;3,350;2,862;10,705;-61,280;0,0683;0,256;-1,463;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,350;-4,136;5,760;75,631;-0,0987;0,138;1,806;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,350;2,775;14,195;-57,984;0,0662;0,339;-1,384;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,350;3,211;7,389;-68,262;0,0767;0,176;-1,630;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,350;0,454;-18,500;-4,266;0,0108;-0,442;-0,102;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,350;-0,454;-16,988;9,502;-0,0108;-0,406;0,227;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;3,350;1,501;-11,752;-27,537;0,0358;-0,281;-0,657;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,350;0,262;-15,184;-2,715;0,0062;-0,362;-0,065;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,350;2,950;13,614;-59,535;0,0704;0,325;-1,421;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006
3,400;3,176;2,327;-62,832;0,0758;0,056;-1,500;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,400;3,334;7,272;-69,619;0,0796;0,174;-1,662;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,400;-3,735;9,425;67,098;-0,0892;0,225;1,602;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,400;3,421;10,821;-70,007;0,0817;0,258;-1,671;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,400;3,491;3,723;-71,752;0,0833;0,089;-1,713;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,400;-0,489;-18,268;13,187;-0,0117;-0,436;0,315;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;3,400;-1,309;-16,115;25,404;-0,0312;-0,385;0,606;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;3,400;0,873;-12,799;-15,320;0,0208;-0,306;-0,366;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,400;-0,506;-14,952;11,054;-0,0121;-0,357;0,264;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;3,400;3,560;10,239;-71,171;0,0850;0,244;-1,699;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,450;3,211;-0,873;-62,056;0,0767;-0,021;-1,481;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;3,450;3,595;3,549;-72,916;0,0858;0,085;-1,741;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,450;-3,176;12,566;55,657;-0,0758;0,300;1,329;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,450;3,875;6,981;-77,182;0,0925;0,167;-1,843;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,450;3,578;0,058;-70,783;0,0854;0,001;-1,690;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,450;-1,396;-17,162;29,671;-0,0333;-0,410;0,708;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;3,450;-2,094;-14,428;40,530;-0,0500;-0,344;0,968;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;3,450;0,209;-13,265;-3,103;0,0050;-0,317;-0,074;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,450;-1,257;-14,079;24,629;-0,0300;-0,336;0,588;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;3,450;3,979;6,341;-78,734;0,0950;0,151;-1,880;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,500;3,089;-3,956;-58,372;0,0737;-0,094;-1,394;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;3,500;3,683;-0,175;-71,946;0,0879;-0,004;-1,718;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,500;-2,461;15,068;41,694;-0,0587;0,360;0,995;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,500;4,119;2,967;-79,897;0,0983;0,071;-1,907;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,500;3,491;-3,432;-66,904;0,0833;-0,082;-1,597;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,500;-2,234;-15,243;44,797;-0,0533;-0,364;1,069;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;3,500;-2,775;-11,985;53,523;-0,0662;-0,286;1,278;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;3,500;-0,471;-13,148;9,502;-0,0112;-0,314;0,227;0,000;-0,058;-0,776;0,0000;-0,001;-0,019;-0,006;0,006;3,500;-1,937;-12,508;38,009;-0,0462;-0,299;0,907;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;3,500;4,206;2,211;-81,837;0,1004;0,053;-1,954;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,550;2,810;-6,807;-51,972;0,0671;-0,162;-1,241;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,550;3,578;-3,723;-68,068;0,0854;-0,089;-1,625;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,550;-1,641;16,813;25,792;-0,0392;0,401;0,616;-0,017;0,058;0,776;-4,1667E-4;0,001;0,019;-0,006;0,006;3,550;4,171;-1,105;-78,928;0,0996;-0,026;-1,884;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,550;3,229;-6,690;-60,893;0,0771;-0,160;-1,454;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,550;-2,950;-12,625;57,790;-0,0704;-0,301;1,380;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;3,550;-3,316;-8,959;63,414;-0,0792;-0,214;1,514;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,550;-1,134;-12,334;22,108;-0,0271;-0,294;0,528;0,000;-0,116;-0,388;0,0000;-0,003;-0,009;-0,006;0,006;3,550;-2,531;-10,239;50,227;-0,0604;-0,244;1,199;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;3,550;4,206;-1,978;-80,285;0,1004;-0,047;-1,917;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,600;2,391;-9,250;-43,051;0,0571;-0,221;-1,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,600;3,299;-7,039;-62,056;0,0787;-0,168;-1,481;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,600;-0,750;17,686;8,727;-0,0179;0,422;0,208;-0,017;0,116;0,388;-4,1667E-4;0,003;0,009;-0,006;0,006;3,600;4,014;-5,061;-74,080;0,0958;-0,121;-1,769;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,600;2,810;-9,599;-52,748;0,0671;-0,229;-1,259;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,600;-3,508;-9,367;67,874;-0,0837;-0,224;1,620;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,600;-3,683;-5,527;69,813;-0,0879;-0,132;1,667;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,600;-1,728;-10,879;33,743;-0,0412;-0,260;0,806;-0,017;-0,116;0,388;-4,1667E-4;-0,003;0,009;-0,006;0,006;3,600;-2,985;-7,389;59,535;-0,0712;-0,176;1,421;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,600;3,997;-5,992;-74,467;0,0954;-0,143;-1,778;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,650;1,868;-11,170;-32,386;0,0446;-0,267;-0,773;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;3,650;2,862;-10,007;-53,523;0,0683;-0,239;-1,278;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,650;0,157;17,686;-8,533;0,0037;0,422;-0,204;0,000;0,116;-0,388;0,0000;0,003;-0,009;-0,006;0,006;3,650;3,648;-8,668;-65,547;0,0871;-0,207;-1,565;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,650;2,251;-12,043;-42,082;0,0537;-0,288;-1,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,650;-3,910;-5,701;74,467;-0,0933;-0,136;1,778;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,650;-3,875;-1,862;72,528;-0,0925;-0,044;1,731;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,650;-2,234;-8,901;43,827;-0,0533;-0,213;1,046;-0,017;-0,058;0,776;-4,1667E-4;-0,001;0,019;-0,006;0,006;3,650;-3,281;-4,131;64,577;-0,0783;-0,099;1,542;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,650;3,595;-9,541;-65,159;0,0858;-0,228;-1,556;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,700;1,257;-12,508;-20,750;0,0300;-0,299;-0,495;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,700;2,286;-12,508;-42,082;0,0546;-0,299;-1,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,700;1,047;16,813;-25,016;0,0250;0,401;-0,597;0,000;0,058;-0,776;0,0000;0,001;-0,019;-0,006;0,006;3,700;3,124;-11,694;-54,687;0,0746;-0,279;-1,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,700;1,588;-13,904;-29,089;0,0379;-0,332;-0,694;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,700;-4,084;-1,804;76,988;-0,0975;-0,043;1,838;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,700;-3,875;1,862;71,171;-0,0925;0,044;1,699;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,700;-2,635;-6,458;51,778;-0,0629;-0,154;1,236;-0,017;0,000;0,582;-4,1667E-4;0,000;0,014;-0,006;0,006;3,700;-3,403;-0,756;64,965;-0,0812;-0,018;1,551;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,700;3,019;-12,566;-53,329;0,0721;-0,300;-1,273;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,750;0,593;-13,265;-8,533;0,0142;-0,317;-0,204;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,005;0,006;3,750;1,588;-14,312;-28,313;0,0379;-0,342;-0,676;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,750;1,868;15,126;-39,949;0,0446;0,361;-0,954;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,750;2,461;-14,137;-42,470;0,0587;-0,338;-1,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;3,750;0,838;-15,010;-14,544;0,0200;-0,358;-0,347;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,750;-4,084;2,153;75,631;-0,0975;0,051;1,806;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,750;-3,683;5,411;65,741;-0,0879;0,129;1,569;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,750;-2,897;-3,607;56,238;-0,0692;-0,086;1,343;-0,017;0,000;0,194;-4,1667E-4;0,000;0,005;-0,006;0,006;3,750;-3,351;2,502;61,668;-0,0800;0,060;1,472;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,750;2,321;-14,952;-39,755;0,0554;-0,357;-0,949;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
3,800;-0,087;-13,381;4,266;-0,0021;-0,319;0,102;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,800;0,820;-15,359;-13,381;0,0196;-0,367;-0,319;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,800;2,583;12,741;-52,748;0,0617;0,304;-1,259;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,800;1,693;-15,999;-28,701;0,0404;-0,382;-0,685;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006;3,800;0,052;-15,359;0,388;0,0012;-0,367;0,009;0,000;0,000;-0,582;0,0000;0,000;-0,014;-0,006;0,006;3,800;-3,875;5,876;70,589;-0,0925;0,140;1,685;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,800;-3,316;8,552;57,208;-0,0792;0,204;1,366;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,800;-3,002;-0,640;56,432;-0,0717;-0,015;1,347;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,800;-3,142;5,469;56,044;-0,0750;0,131;1,338;-0,017;0,000;0,000;-4,1667E-4;0,000;0,000;-0,006;0,006;3,800;1,501;-16,581;-24,629;0,0358;-0,396;-0,588;0,000;0,000;-0,194;0,0000;0,000;-0,005;-0,006;0,006
