"Time (s) Run #1";"Angle, Ch 1+2 (rad) Run #1";"Angular Velocity, Ch 1+2 (rad/s) Run #1";"Angular Acceleration, Ch 1+2 (rad/s²) Run #1";"Position, Ch 1+2 (m) Run #1";"Velocity, Ch 1+2 (m/s) Run #1";"Acceleration, Ch 1+2 (m/s²) Run #1";"Angle, Ch 3+4 (rad) Run #1";"Angular Velocity, Ch 3+4 (rad/s) Run #1";"Angular Acceleration, Ch 3+4 (rad/s²) Run #1";"Position, Ch 3+4 (m) Run #1";"Velocity, Ch 3+4 (m/s) Run #1";"Acceleration, Ch 3+4 (m/s²) Run #1";"Output Voltage (V) Run #1";"Output Current (A) Run #1";"Time (s) Run #2";"Angle, Ch 1+2 (rad) Run #2";"Angular Velocity, Ch 1+2 (rad/s) Run #2";"Angular Acceleration, Ch 1+2 (rad/s²) Run #2";"Position, Ch 1+2 (m) Run #2";"Velocity, Ch 1+2 (m/s) Run #2";"Acceleration, Ch 1+2 (m/s²) Run #2";"Angle, Ch 3+4 (rad) Run #2";"Angular Velocity, Ch 3+4 (rad/s) Run #2";"Angular Acceleration, Ch 3+4 (rad/s²) Run #2";"Position, Ch 3+4 (m) Run #2";"Velocity, Ch 3+4 (m/s) Run #2";"Acceleration, Ch 3+4 (m/s²) Run #2";"Output Voltage (V) Run #2";"Output Current (A) Run #2";"Time (s) Run #3";"Angle, Ch 1+2 (rad) Run #3";"Angular Velocity, Ch 1+2 (rad/s) Run #3";"Angular Acceleration, Ch 1+2 (rad/s²) Run #3";"Position, Ch 1+2 (m) Run #3";"Velocity, Ch 1+2 (m/s) Run #3";"Acceleration, Ch 1+2 (m/s²) Run #3";"Angle, Ch 3+4 (rad) Run #3";"Angular Velocity, Ch 3+4 (rad/s) Run #3";"Angular Acceleration, Ch 3+4 (rad/s²) Run #3";"Position, Ch 3+4 (m) Run #3";"Velocity, Ch 3+4 (m/s) Run #3";"Acceleration, Ch 3+4 (m/s²) Run #3";"Output Voltage (V) Run #3";"Output Current (A) Run #3";"Time (s) Run #4";"Angle, Ch 1+2 (rad) Run #4";"Angular Velocity, Ch 1+2 (rad/s) Run #4";"Angular Acceleration, Ch 1+2 (rad/s²) Run #4";"Position, Ch 1+2 (m) Run #4";"Velocity, Ch 1+2 (m/s) Run #4";"Acceleration, Ch 1+2 (m/s²) Run #4";"Angle, Ch 3+4 (rad) Run #4";"Angular Velocity, Ch 3+4 (rad/s) Run #4";"Angular Acceleration, Ch 3+4 (rad/s²) Run #4";"Position, Ch 3+4 (m) Run #4";"Velocity, Ch 3+4 (m/s) Run #4";"Acceleration, Ch 3+4 (m/s²) Run #4";"Output Voltage (V) Run #4";"Output Current (A) Run #4";"Time (s) Run #5";"Angle, Ch 1+2 (rad) Run #5";"Angular Velocity, Ch 1+2 (rad/s) Run #5";"Angular Acceleration, Ch 1+2 (rad/s²) Run #5";"Position, Ch 1+2 (m) Run #5";"Velocity, Ch 1+2 (m/s) Run #5";"Acceleration, Ch 1+2 (m/s²) Run #5";"Angle, Ch 3+4 (rad) Run #5";"Angular Velocity, Ch 3+4 (rad/s) Run #5";"Angular Acceleration, Ch 3+4 (rad/s²) Run #5";"Position, Ch 3+4 (m) Run #5";"Velocity, Ch 3+4 (m/s) Run #5";"Acceleration, Ch 3+4 (m/s²) Run #5";"Output Voltage (V) Run #5";"Output Current (A) Run #5";"Time (s) Run #6";"Angle, Ch 1+2 (rad) Run #6";"Angular Velocity, Ch 1+2 (rad/s) Run #6";"Angular Acceleration, Ch 1+2 (rad/s²) Run #6";"Position, Ch 1+2 (m) Run #6";"Velocity, Ch 1+2 (m/s) Run #6";"Acceleration, Ch 1+2 (m/s²) Run #6";"Angle, Ch 3+4 (rad) Run #6";"Angular Velocity, Ch 3+4 (rad/s) Run #6";"Angular Acceleration, Ch 3+4 (rad/s²) Run #6";"Position, Ch 3+4 (m) Run #6";"Velocity, Ch 3+4 (m/s) Run #6";"Acceleration, Ch 3+4 (m/s²) Run #6";"Output Voltage (V) Run #6";"Output Current (A) Run #6";"Time (s) Run #7";"Angle, Ch 1+2 (rad) Run #7";"Angular Velocity, Ch 1+2 (rad/s) Run #7";"Angular Acceleration, Ch 1+2 (rad/s²) Run #7";"Position, Ch 1+2 (m) Run #7";"Velocity, Ch 1+2 (m/s) Run #7";"Acceleration, Ch 1+2 (m/s²) Run #7";"Angle, Ch 3+4 (rad) Run #7";"Angular Velocity, Ch 3+4 (rad/s) Run #7";"Angular Acceleration, Ch 3+4 (rad/s²) Run #7";"Position, Ch 3+4 (m) Run #7";"Velocity, Ch 3+4 (m/s) Run #7";"Acceleration, Ch 3+4 (m/s²) Run #7";"Output Voltage (V) Run #7";"Output Current (A) Run #7";"Time (s) Run #8";"Angle, Ch 1+2 (rad) Run #8";"Angular Velocity, Ch 1+2 (rad/s) Run #8";"Angular Acceleration, Ch 1+2 (rad/s²) Run #8";"Position, Ch 1+2 (m) Run #8";"Velocity, Ch 1+2 (m/s) Run #8";"Acceleration, Ch 1+2 (m/s²) Run #8";"Angle, Ch 3+4 (rad) Run #8";"Angular Velocity, Ch 3+4 (rad/s) Run #8";"Angular Acceleration, Ch 3+4 (rad/s²) Run #8";"Position, Ch 3+4 (m) Run #8";"Velocity, Ch 3+4 (m/s) Run #8";"Acceleration, Ch 3+4 (m/s²) Run #8";"Output Voltage (V) Run #8";"Output Current (A) Run #8";"Time (s) Run #9";"Angle, Ch 1+2 (rad) Run #9";"Angular Velocity, Ch 1+2 (rad/s) Run #9";"Angular Acceleration, Ch 1+2 (rad/s²) Run #9";"Position, Ch 1+2 (m) Run #9";"Velocity, Ch 1+2 (m/s) Run #9";"Acceleration, Ch 1+2 (m/s²) Run #9";"Angle, Ch 3+4 (rad) Run #9";"Angular Velocity, Ch 3+4 (rad/s) Run #9";"Angular Acceleration, Ch 3+4 (rad/s²) Run #9";"Position, Ch 3+4 (m) Run #9";"Velocity, Ch 3+4 (m/s) Run #9";"Acceleration, Ch 3+4 (m/s²) Run #9";"Output Voltage (V) Run #9";"Output Current (A) Run #9";"Time (s) Run #10";"Angle, Ch 1+2 (rad) Run #10";"Angular Velocity, Ch 1+2 (rad/s) Run #10";"Angular Acceleration, Ch 1+2 (rad/s²) Run #10";"Position, Ch 1+2 (m) Run #10";"Velocity, Ch 1+2 (m/s) Run #10";"Acceleration, Ch 1+2 (m/s²) Run #10";"Angle, Ch 3+4 (rad) Run #10";"Angular Velocity, Ch 3+4 (rad/s) Run #10";"Angular Acceleration, Ch 3+4 (rad/s²) Run #10";"Position, Ch 3+4 (m) Run #10";"Velocity, Ch 3+4 (m/s) Run #10";"Acceleration, Ch 3+4 (m/s²) Run #10";"Output Voltage (V) Run #10";"Output Current (A) Run #10"
11,850;0,593;0,349;-12,799;0,0142;0,008;-0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;11,850;0,768;0,989;-15,514;0,0183;0,024;-0,370;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;-0,908;3,142;14,544;-0,0217;0,075;0,347;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;0,803;2,385;-17,841;0,0192;0,057;-0,426;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;0,890;0,640;-17,647;0,0212;0,015;-0,421;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;-0,227;-4,654;6,400;-0,0054;-0,111;0,153;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;-0,262;-3,665;5,624;-0,0062;-0,087;0,134;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;0,105;-1,629;0,194;0,0025;-0,039;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;0,087;-2,734;1,551;0,0021;-0,065;0,037;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,850;0,908;3,083;-18,423;0,0217;0,074;-0,440;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
11,900;0,593;-0,291;-11,442;0,0142;-0,007;-0,273;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;11,900;0,803;0,175;-15,708;0,0192;0,004;-0,375;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;-0,733;3,782;10,860;-0,0175;0,090;0,259;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;0,908;1,396;-19,199;0,0217;0,033;-0,458;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;0,890;-0,233;-17,259;0,0212;-0,006;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;-0,454;-4,189;10,278;-0,0108;-0,100;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;-0,436;-3,258;8,727;-0,0104;-0,078;0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;0,017;-1,571;1,939;4,1667E-4;-0,038;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;-0,052;-2,560;3,879;-0,0012;-0,061;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,900;1,047;2,094;-20,750;0,0250;0,050;-0,495;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
11,950;0,559;-0,814;-9,502;0,0133;-0,019;-0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;11,950;0,785;-0,640;-14,738;0,0188;-0,015;-0,352;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;-0,524;4,247;6,981;-0,0125;0,101;0,167;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;0,942;0,407;-18,811;0,0225;0,010;-0,449;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;0,855;-1,105;-15,902;0,0204;-0,026;-0,380;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;-0,646;-3,607;13,381;-0,0154;-0,086;0,319;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;-0,593;-2,734;11,054;-0,0142;-0,065;0,264;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;-0,052;-1,396;3,297;-0,0012;-0,033;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;-0,175;-2,327;5,818;-0,0042;-0,056;0,139;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;11,950;1,117;0,989;-22,108;0,0267;0,024;-0,528;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,000;0,506;-1,222;-7,757;0,0121;-0,029;-0,185;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;0,733;-1,338;-12,799;0,0175;-0,032;-0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;-0,297;4,480;3,103;-0,0071;0,107;0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;0,942;-0,524;-17,259;0,0225;-0,012;-0,412;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;0,785;-1,862;-13,575;0,0188;-0,044;-0,324;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;-0,820;-2,851;16,096;-0,0196;-0,068;0,384;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;-0,716;-2,153;12,799;-0,0171;-0,051;0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;-0,122;-1,222;4,460;-0,0029;-0,029;0,106;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;-0,279;-1,978;7,369;-0,0067;-0,047;0,176;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,000;1,152;-0,175;-22,108;0,0275;-0,004;-0,528;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,050;0,436;-1,571;-6,012;0,0104;-0,038;-0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;0,646;-1,920;-10,278;0,0154;-0,046;-0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;-0,070;4,538;-0,582;-0,0017;0,108;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;0,890;-1,338;-14,932;0,0212;-0,032;-0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;0,663;-2,502;-10,278;0,0158;-0,060;-0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;-0,942;-1,978;18,229;-0,0225;-0,047;0,435;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;-0,803;-1,454;14,350;-0,0192;-0,035;0,343;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;-0,175;-0,989;5,624;-0,0042;-0,024;0,134;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;-0,384;-1,571;8,727;-0,0092;-0,038;0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,050;1,100;-1,280;-20,362;0,0262;-0,031;-0,486;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,100;0,349;-1,862;-3,685;0,0083;-0,044;-0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;0,541;-2,385;-7,563;0,0129;-0,057;-0,181;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;0,157;4,422;-4,266;0,0037;0,106;-0,102;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;0,803;-2,036;-12,023;0,0192;-0,049;-0,287;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;0,524;-2,909;-6,787;0,0125;-0,069;-0,162;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;-1,012;-0,989;19,393;-0,0242;-0,024;0,463;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;-0,873;-0,698;15,320;-0,0208;-0,017;0,366;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;-0,227;-0,640;6,400;-0,0054;-0,015;0,153;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;-0,436;-1,105;9,696;-0,0104;-0,026;0,231;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,100;1,012;-2,269;-17,453;0,0242;-0,054;-0,417;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,150;0,244;-1,978;-0,970;0,0058;-0,047;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;0,401;-2,676;-4,848;0,0096;-0,064;-0,116;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;0,384;4,131;-8,339;0,0092;0,099;-0,199;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;0,681;-2,560;-8,727;0,0163;-0,061;-0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;0,367;-3,142;-3,685;0,0087;-0,075;-0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;-1,047;0,000;19,586;-0,0250;0,000;0,468;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;-0,873;0,116;14,932;-0,0208;0,003;0,356;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;-0,244;-0,291;6,206;-0,0058;-0,007;0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;-0,489;-0,582;10,278;-0,0117;-0,014;0,245;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,150;0,873;-3,025;-14,157;0,0208;-0,072;-0,338;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,200;0,140;-1,920;1,357;0,0033;-0,046;0,032;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;0,262;-2,851;-2,327;0,0062;-0,068;-0,056;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;0,576;3,607;-12,411;0,0137;0,086;-0,296;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;0,541;-2,909;-5,624;0,0129;-0,069;-0,134;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;0,209;-3,258;-1,164;0,0050;-0,078;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;-1,012;0,989;18,617;-0,0242;0,024;0,444;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;-0,855;0,873;13,381;-0,0204;0,021;0,319;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;-0,244;0,000;5,430;-0,0058;0,000;0,130;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;-0,506;-0,058;10,084;-0,0121;-0,001;0,241;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,200;0,698;-3,665;-10,860;0,0167;-0,088;-0,259;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,250;0,052;-1,804;2,909;0,0012;-0,043;0,069;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;0,122;-2,909;0,194;0,0029;-0,069;0,005;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;0,750;2,851;-15,902;0,0179;0,068;-0,380;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;0,384;-3,083;-3,103;0,0092;-0,074;-0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;0,035;-3,258;1,164;8,3333E-4;-0,078;0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;-0,942;1,920;16,484;-0,0225;0,046;0,394;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;-0,785;1,454;11,248;-0,0188;0,035;0,269;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;-0,244;0,233;4,848;-0,0058;0,006;0,116;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;-0,489;0,465;8,921;-0,0117;0,011;0,213;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,250;0,506;-4,131;-7,369;0,0121;-0,099;-0,176;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,300;-0,035;-1,629;4,266;-8,3333E-4;-0,039;0,102;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,035;-2,851;2,909;-8,3333E-4;-0,068;0,069;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;0,873;1,978;-18,229;0,0208;0,047;-0,435;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;0,227;-3,200;-0,970;0,0054;-0,076;-0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,122;-3,142;3,685;-0,0029;-0,075;0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,820;2,676;13,187;-0,0196;0,064;0,315;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,698;1,978;9,308;-0,0167;0,047;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,227;0,465;4,460;-0,0054;0,011;0,106;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;-0,454;0,873;7,175;-0,0108;0,021;0,171;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,300;0,279;-4,422;-3,297;0,0067;-0,106;-0,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,350;-0,122;-1,396;6,012;-0,0029;-0,033;0,144;0,000;0,000;0,000;0,0000;0,000;0,000;-0,005;0,006;12,350;-0,175;-2,618;5,430;-0,0042;-0,062;0,130;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;0,942;0,989;-19,199;0,0225;0,024;-0,458;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;0,070;-3,200;1,357;0,0017;-0,076;0,032;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;-0,279;-2,909;6,593;-0,0067;-0,069;0,157;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;-0,663;3,258;9,502;-0,0158;0,078;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;-0,593;2,385;7,369;-0,0142;0,057;0,176;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;-0,192;0,698;3,685;-0,0046;0,017;0,088;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;-0,401;1,164;5,430;-0,0096;0,028;0,130;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,350;0,052;-4,480;0,970;0,0012;-0,107;0,023;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,400;-0,175;-1,047;7,757;-0,0042;-0,025;0,185;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,297;-2,269;7,563;-0,0071;-0,054;0,181;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;0,977;0,000;-18,617;0,0233;0,000;-0,444;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,105;-3,083;4,072;-0,0025;-0,074;0,097;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,419;-2,502;9,502;-0,0100;-0,060;0,227;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,489;3,607;6,206;-0,0117;0,086;0,148;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,454;2,734;4,848;-0,0108;0,065;0,116;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,157;0,873;2,327;-0,0037;0,021;0,056;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,332;1,396;3,879;-0,0079;0,033;0,093;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,400;-0,175;-4,305;5,042;-0,0042;-0,103;0,120;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,450;-0,227;-0,582;8,727;-0,0054;-0,014;0,208;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,401;-1,862;9,308;-0,0096;-0,044;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;0,942;-0,931;-16,484;0,0225;-0,022;-0,394;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,244;-2,793;6,787;-0,0058;-0,067;0,162;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,541;-1,920;11,636;-0,0129;-0,046;0,278;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,297;3,840;3,297;-0,0071;0,092;0,079;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,314;2,909;1,939;-0,0075;0,069;0,046;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,105;0,931;0,776;-0,0025;0,022;0,019;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,262;1,571;2,133;-0,0062;0,038;0,051;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,450;-0,384;-3,956;8,533;-0,0092;-0,094;0,204;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,500;-0,244;-0,116;8,145;-0,0058;-0,003;0,194;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,489;-1,338;10,666;-0,0117;-0,032;0,255;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;0,873;-1,687;-13,769;0,0208;-0,040;-0,329;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,384;-2,385;9,308;-0,0092;-0,057;0,222;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,611;-1,280;12,605;-0,0146;-0,031;0,301;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,105;3,956;0,388;-0,0025;0,094;0,009;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,157;2,909;-1,164;-0,0037;0,069;-0,028;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,052;0,931;-0,582;-0,0012;0,022;-0,014;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,175;1,629;-4,441E-14;-0,0042;0,039;-9,714E-16;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,500;-0,576;-3,432;11,636;-0,0137;-0,082;0,278;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
12,550;-0,227;0,291;6,400;-0,0054;0,007;0,153;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,541;-0,756;11,442;-0,0129;-0,018;0,273;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;0,768;-2,269;-11,248;0,0183;-0,054;-0,269;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,489;-1,862;11,248;-0,0117;-0,044;0,269;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,663;-0,640;12,799;-0,0158;-0,015;0,306;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;0,105;3,898;-3,103;0,0025;0,093;-0,074;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,017;2,793;-4,072;-4,1667E-4;0,067;-0,097;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,017;0,873;-1,745;-4,1667E-4;0,021;-0,042;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,087;1,571;-2,133;-0,0021;0,038;-0,051;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006;12,550;-0,733;-2,793;14,738;-0,0175;-0,067;0,352;0,000;0,000;0,000;0,0000;0,000;0,000;-0,006;0,006
